id,predicted_price
2591820310,359708.72
7974200820,855465.25
7701450110,1125322.8
9522300010,1928070.1
9510861140,689831.0
1761300310,250902.61
7732410120,808186.6
7010701383,627517.44
291310170,419855.8
4232901990,551780.4
6840701125,639813.56
3971700580,413413.56
4202400078,253627.88
6064800090,368538.7
2626119028,236665.39
3303980660,1022087.3
862000020,746613.25
2386000070,920955.1
1138000450,366825.75
1775800420,460464.1
2291401425,420335.0
2025770560,847804.75
3525069037,662432.9
9324800450,567875.7
8080400136,542348.4
8651540040,511054.12
9407001790,237337.14
1773101530,213546.6
9432900250,352521.28
1794500695,642746.06
2220069003,342540.56
923000120,482273.8
5728000060,545488.75
16000200,239164.39
1926059094,446872.88
6672900220,1026866.9
3629860060,813464.1
1822069109,416761.72
6675500105,371985.0
249000180,2094232.1
226059065,452346.66
396100110,265215.62
9264450460,327992.0
7853361210,389599.88
9474700020,281555.4
421000455,250514.8
3755200220,434568.84
7960100075,484207.1
9477100490,425567.28
9138100350,759228.25
1624049275,474867.03
2770606890,484651.53
1157200189,425194.47
2770601800,524586.4
9301300805,535850.94
2325069032,1064944.5
1021079099,343954.7
7215730040,745116.7
1853200080,487834.94
3224600340,693388.06
3222049120,423813.97
2113700025,293465.72
7893207925,205155.28
3586501085,551949.3
8024200010,348733.75
7116500705,170421.8
1598600209,290578.3
7204200025,843469.25
4206901505,568793.8
2937300440,921557.8
7205000180,322731.44
8718500665,357486.5
5318101765,885374.0
4122700020,938848.0
8078700020,503843.53
3303980680,906602.6
8924100372,1219032.5
2781270210,210450.89
519000043,512980.47
3225069301,1460043.2
151000075,729645.6
2297400020,437742.53
6617500085,707152.94
104510180,238756.69
3528900060,1012164.25
3345100286,511239.38
1226039130,427872.66
8712100720,774192.4
3037200010,418930.3
3626039268,399506.7
104510230,241980.12
5112800060,402437.75
6072400280,629707.4
5317100570,1160854.0
9528102993,536376.06
2919201095,505291.44
6181400920,271891.12
185000161,242456.22
8691400010,763383.4
3345700165,532846.4
6151800486,217472.88
4340000080,1327441.1
4136960010,533018.2
3634100030,324908.0
1624059224,1057839.8
2788400090,253306.62
9828200762,446310.7
7524400250,587636.2
3528000290,712011.75
5700003630,2020985.6
2720069019,268353.7
7227501170,224306.7
2397101270,603752.1
6792100090,736272.9
2770602265,538973.7
3971700937,277852.22
422049203,231183.47
3076500830,256207.25
1423400260,291830.25
9161100795,477935.12
3126049052,506028.28
5100401468,394148.38
514500235,455859.25
1423200170,184198.3
1402100070,385479.0
624110020,694146.94
2407000145,201544.39
1890000225,812825.2
1320069271,329295.5
5490700085,347479.5
263000155,428861.7
3726800201,427866.12
5153200358,298133.2
2725079018,765880.2
7165700200,249438.2
9429000170,609585.8
8718500075,366743.9
1760650950,322734.5
1068000559,1156138.5
4113800500,652608.9
4077800507,530000.2
2725069150,718413.0
4008400035,638683.94
7016310270,429300.38
1432701230,217729.58
3278606050,366155.75
2473350710,378965.25
2185000685,164329.66
7792000025,394507.5
6868200029,481226.3
624069003,769135.94
7431500280,880913.56
3296000040,551411.6
1118001215,1640186.0
6453900040,715226.7
333100209,723660.3
34001765,614540.3
8946700100,364090.88
5561401210,544417.6
6671900095,351586.25
3275850020,729447.4
3876300600,408662.22
1450900020,265838.8
8562780280,313254.28
7663700973,324312.7
2126049032,353385.34
1823059159,173960.19
3438503426,279067.94
9297301495,535407.06
7140700850,388895.3
7942601805,669397.6
2555900030,352859.3
2887970040,283816.44
7419700010,636218.8
2239000011,369285.94
9283800050,329695.8
9407001340,269004.78
217500140,536121.4
7212660520,262128.77
3298201170,340841.84
3057000400,279978.56
6865200444,478243.34
6071600340,479250.06
6821600005,777148.4
1235100371,729308.94
7796450340,334966.38
3603000410,168614.06
9297300255,505337.22
9126100850,512352.22
2770601462,547277.56
2599001500,214306.56
1102000095,778349.25
1853080640,906965.9
9551201585,999048.8
3438500796,368243.22
7518504291,528411.44
9269200340,440783.44
715010130,1490458.2
1982201485,617042.06
9526500080,396995.8
9277200180,522950.47
6669150280,300245.78
8917100153,594069.94
3760500516,1062368.0
2725069050,965427.06
3332000091,320704.62
8562770080,585053.9
8151601190,243108.92
8563040160,582733.5
240000269,607103.9
4307350200,325454.12
1311910300,264580.53
3574900030,536218.0
7853230570,426302.9
320069049,349602.2
9839301060,673430.25
7011201333,637794.0
2781320100,277592.12
3421069120,451341.75
7852030320,450580.97
5316101075,2324614.5
5309100750,553426.75
629000730,692358.56
511700170,313012.7
1562100030,539879.6
2489200230,614147.75
524069116,500045.6
5315100737,989073.0
1868900675,843028.5
1608000120,333870.22
705700240,344552.53
7575600610,275711.22
1778500015,650154.5
5423500240,196959.55
6713700025,337405.9
2734100734,294352.56
301402280,213026.69
2113700205,266785.12
4114601570,3192522.2
3332000615,297050.47
3630050180,357623.94
6852700520,551069.94
6870310010,629516.44
6163900981,306933.56
393000142,390544.0
1771100130,359890.94
1442860160,376484.0
9191200435,580198.2
6788200800,1012026.2
1115300070,669284.0
3176600105,711283.5
2770604665,577994.06
5469500580,413979.72
5680000545,487491.25
3424089119,536330.0
1328300180,324931.84
1773100922,344033.44
4123830480,323455.53
9808610190,1001029.7
4250200140,270747.47
4217402115,3859134.0
3831250350,375536.97
2397101055,824511.94
6817850110,833195.8
7526800200,597033.56
7853370100,674988.2
2523089025,857143.4
9476200680,277032.25
5714200140,405765.12
3575304895,550692.2
263000018,416204.88
8080400177,532087.25
6450304130,315778.9
514500090,549250.9
9477000300,426107.8
853600310,1281914.0
1951600240,204226.48
1099900120,335364.3
5323100120,525203.56
1223089016,422216.8
522059172,247690.44
1930300190,689861.94
9542840410,299360.88
8665050530,507155.4
5592900205,378649.16
5450300010,587386.25
2459960030,320354.3
3331500455,503831.03
3432500705,391075.12
3702900165,298881.9
5249803550,551938.8
626049058,438957.78
1788900380,184778.56
8075400360,217942.53
9113200250,762348.9
2738640040,717395.6
7821200307,469176.22
3530440140,255559.6
3582700130,462186.5
9276200569,724205.06
7197800020,615261.56
686200490,539265.25
3501600100,395446.94
6383000690,574794.3
7604400150,372264.3
5249801411,769718.56
2607720420,428454.12
9561100010,382135.38
1796370590,263453.53
4077800593,375804.25
854000165,244188.23
5536100010,787912.56
4188000670,794700.6
31000165,1405168.1
662350050,905976.9
4137000280,267475.78
6169901130,1107267.9
1953400510,244655.38
7518506716,1055015.8
1552520010,378410.53
7955080270,310077.8
9212900100,586801.75
3438500798,335923.84
7899800890,232291.12
4319200605,452765.72
1329300480,371991.38
8935100100,812024.0
5016001260,418655.94
4337600280,296078.4
1446401220,188197.44
7135521530,635635.4
6888900115,276397.56
2413301070,298386.06
345700040,252321.23
5566100145,445861.88
7634800070,363855.5
9346910500,648130.1
3529300060,304566.47
8128600060,1080359.2
8572900275,191845.47
4139420590,1438477.0
9274200322,627580.9
1472700200,536871.44
8820903380,528383.7
8563010130,841439.75
8965450110,871554.5
9274204230,510660.0
8165501700,381991.8
2193340260,515164.56
1860600290,822013.6
1222000055,187973.77
2492200280,438677.38
2488200455,346821.7
809001520,1099267.2
1796361140,237472.08
6398000011,757447.0
6813600365,552445.94
7504100920,782476.9
8835770330,637464.44
524059322,817082.7
4307330280,385992.56
1245002952,1032353.8
2021069059,262529.53
5700000595,656879.25
3629970930,723732.1
3336002215,247393.22
5100401060,668997.44
3278600750,334913.03
1126069045,926211.7
7568700175,307370.03
452001475,503910.3
9283800230,504687.5
1737300130,557641.8
6189600040,512772.1
3679400025,491399.06
1096100010,311555.16
9513900050,239947.78
5452800645,737908.6
273800100,233019.33
7228500037,475365.44
808300090,437505.47
2493200215,568111.8
5035300255,776598.6
3380900160,412756.44
3630000130,407706.56
7300400670,280639.38
6798100070,372909.22
8078400010,549267.1
5566100060,491832.25
2768200212,524645.9
4035900060,539498.75
9460000110,349871.7
7199320190,552822.75
2225039081,465039.2
9512200050,568787.9
2634500085,302377.38
3654800200,282260.88
2724079090,1146426.1
2597520720,781561.8
3034200426,376347.97
984000130,295198.75
7852020670,446281.3
7923500060,681921.7
2310030510,308651.62
2205500540,485109.78
2493200015,385089.16
7853361420,559929.0
5652600605,534155.5
5285200020,314069.72
9406530150,361168.6
5706300020,474090.1
3278602490,409235.12
7197000100,538112.44
4447300008,495097.78
7899800045,228972.81
9250900095,343493.8
9268851740,603379.2
8682261440,490291.5
7284900385,759295.6
8079040300,437727.5
2225300585,390003.56
3223039013,455802.3
2013801350,257789.31
4055701110,793992.25
3578401770,448505.97
